diagnosis_code,diagnosis_desc,fce,admissions,emergency,waiting_list,mean_los_days,mean_age,year,baseline_admissions,baseline_waiting,pct_change_admissions,pct_change_waiting,backlog_trap
B25-B34,Other viral diseases,101482,93495,91631,545,1,11,2014,118995,840,-21.42947183,-35.11904762,FALSE
B35-B49,Mycoses,8585,6655,2713,3144,7,56,2014,8470,3847,-21.42857143,-18.27397972,FALSE
B50-B64,Protozoal diseases,3098,2053,1641,250,6.5,43,2014,2209,213,-7.062019013,17.37089202,FALSE
B65-B83,Helminthiases,702,653,235,375,3.3,32,2014,887,466,-26.38105975,-19.527897,FALSE
B85-B99,Other infectious and parasitic diseases,1295,890,779,58,6.2,59,2014,3536,78,-74.83031674,-25.64102564,FALSE
C00-C14,Malignant neoplasm of lip-oral cavity and pharynx,25070,22639,2346,11388,6.7,60,2014,25557,12789,-11.41761553,-10.95472672,FALSE
C15-C26,Malignant neoplasm of digestive organs,286114,243148,28973,90385,9,67,2014,268681,101300,-9.503091026,-10.77492596,FALSE
C30-C39,Malignant neoplasms of respiratory & intrathoracic organs,117867,96742,16824,31419,8.5,68,2014,115023,37403,-15.89334307,-15.99871668,FALSE
C40-C41,Malignant neoplasm of bone and articular cartilage,7393,7043,548,2285,6.6,30,2014,7261,1781,-3.002341275,28.29870859,FALSE
C43-C44,Malignant neoplasms of skin,141341,140216,1360,132122,3.2,72,2014,154472,144205,-9.22885701,-8.379043722,FALSE
C45-C49,Malignant neoplasms of mesothelial and soft tissue,23140,20751,2613,6538,6.7,60,2014,23035,7390,-9.915346212,-11.52909337,FALSE
‡ C51-C58,Malignant neoplasms of female genital organs,72385,68002,5372,26818,5.5,63,2014,69426,28271,-2.051104773,-5.139542287,FALSE
‡ C60-C63,Malignant neoplasms of male genital organs,71749,67230,5315,35456,4.7,68,2014,88825,48164,-24.31184914,-26.38485176,FALSE
C64-C68,Malignant neoplasms of urinary tract,94537,86977,5597,48019,4.7,70,2014,90988,49193,-4.408273618,-2.386518407,FALSE
C69-C72,"Malignant neoplasms of eye, brain & other parts of CNS",24826,20001,4878,5846,9.4,39,2014,21270,6187,-5.966149506,-5.511556489,FALSE
"C73-C80, C97",Malignant neoplsm. of thyroid and oth. endo. Glands etc,167597,141453,27019,43072,7.4,63,2014,191919,59118,-26.2954684,-27.14232552,FALSE
C81-C96,"Malignant neoplasms of lymphoid, haematopoietic & rel. tiss.",377891,360447,21377,72190,8.7,61,2014,387191,80770,-6.907185343,-10.62275597,FALSE
D00-D48,In situ & benign neoplasms and others of uncertainty,392948,377759,14346,260511,3.7,59,2014,430698,299287,-12.29144319,-12.95612573,FALSE
D50-D64,Anaemias,262342,230581,49909,103365,3.5,60,2014,299823,136373,-23.0942923,-24.20420464,FALSE
D65-D89,Diseases of the blood and blood-forming organs,83841,77538,15861,14208,4.1,50,2014,94222,20255,-17.70711723,-29.85435695,FALSE
E00-E07,Disorders of thyroid gland,15684,14063,2315,10204,2.7,51,2014,16596,10399,-15.26271391,-1.875180306,FALSE
E10-E14,Diabetes Mellitus,74057,48581,40861,5017,5.6,49,2014,56931,4961,-14.66687745,1.128804676,FALSE
E15-E90,Endocrine nutritional and metabolic diseases,230353,184597,71225,42102,5.8,57,2014,236419,51871,-21.91955807,-18.83325943,FALSE
F00-F03,Dementia,24763,12061,9935,451,39.4,83,2014,10270,332,17.43914314,35.84337349,FALSE
F04-F09,Other organic including symptomatic mental disorders,25390,13042,12033,290,20,79,2014,23314,2250,-44.05936347,-87.11111111,FALSE
F10-F19,Mental and behavioural disorders due to psychoactive subst.,75227,54293,47931,2841,5.9,45,2014,50997,753,6.463125282,277.2908367,FALSE
F20-F29,"Schizophrenia, schizotypal and delusional disorders",43732,30196,20759,1773,95.2,42,2014,24319,1107,24.16628973,60.16260163,FALSE
F30-F39,Mood [affective] disorders,36402,27747,20469,1792,38.9,50,2014,23171,1137,19.74882396,57.60773967,FALSE
F40-F69,"Neurotic, behavioural & personality disorders",42078,34802,25109,4130,22.9,40,2014,38250,4152,-9.014379085,-0.529865125,FALSE
F70-F79,Mental retardation,1572,1328,419,240,200.5,35,2014,623,65,113.1621188,269.2307692,FALSE
F80-F99,Other mental and behavioural disorders,6809,5836,2779,1449,58.3,29,2014,4935,1402,18.25734549,3.35235378,FALSE
G00-G09,Inflammatory diseases of the central nervous system,11127,6886,4262,807,17.1,42,2014,7120,708,-3.286516854,13.98305085,FALSE
"G10-G14, G30-G32",Other degenerative diseases (incl. Alzheimer).,19271,10777,6244,1982,37.1,72,2014,10930,2294,-1.399817017,-13.60069747,FALSE
G20-G26,Extrapyramidal & movement disorders (incl. Parkinsonism).,20166,13632,5448,4498,15,65,2014,15816,4500,-13.80880121,-0.044444444,FALSE
G35-G37,Demyelinating diseases (incl Multiple Sclerosis) of the CNS.,55123,52092,3135,13721,13.3,42,2014,49768,13001,4.669667256,5.538035536,FALSE
G40-G47,"Epilepsy, migraine & other episodic disorders",161000,129363,83535,34482,2.6,48,2014,134171,33755,-3.583486745,2.153754999,FALSE
"G50-G73,  G90-G99",Other diseases & disorders of the nervous syst.,157300,141975,21058,89963,8.2,55,2014,144857,89466,-1.989548313,0.555518297,FALSE
G80-G83,Cerebral palsy & other paralytic syndromes,14347,12195,3822,4644,13.3,37,2014,13889,5162,-12.19670243,-10.03487021,FALSE
"H00-H06, H15-H22, H30-H36, H43-H59",Other disorders of the eye etc,273220,269095,23514,181806,1.8,63,2014,235692,138667,14.17230962,31.10978099,FALSE
H10-H13,Disorders of conjunctiva (including conjunctivitis),5923,5765,1440,4155,1.4,46,2014,5956,4018,-3.206850235,3.409656546,FALSE
H25-H28,Disorders of lens (including cataracts),415966,412071,676,403897,0.7,75,2014,456184,436982,-9.670001578,-7.571250074,FALSE
H40-H42,Glaucoma,21969,21797,1228,19699,1.6,68,2014,24607,22414,-11.41951477,-12.11296511,FALSE
H60-H95,Diseases of the ear and mastoid process,87211,82720,20433,59954,1.8,32,2014,84407,52226,-1.998649401,14.79722743,FALSE
I00-I09,Rheumatic heart disease,11075,7937,1243,5683,12.7,71,2014,10374,7223,-23.49142086,-21.32078084,FALSE
I10-I15,Hypertensive diseases,17457,13270,10764,1579,2.9,61,2014,23783,2280,-44.20384308,-30.74561404,FALSE
I20-I25,Ischaemic heart diseases,393546,270736,137498,108839,5.1,69,2014,261119,97302,3.68299511,11.85689914,FALSE
I26-I28,Pulmonary heart disease & diseases of pulmonary circulation,57355,33074,25325,3014,6.9,66,2014,37907,4020,-12.74962408,-25.02487562,FALSE
I30-I52,Other forms of heart disease,430609,270669,171983,78969,6.6,72,2014,315197,93243,-14.12703801,-15.30838776,FALSE
I60-I69,Cerebrovascular diseases,197801,109698,89872,6326,16.2,74,2014,111035,6188,-1.204124826,2.230122818,FALSE
I70-I79,"Diseases of arteries, arterioles & capillaries",84201,66131,21210,35535,8.9,69,2014,63831,32256,3.603264871,10.1655506,FALSE
I80-I89,Diseases of veins & lymphatic system nec.,187556,171927,38173,122238,3.1,54,2014,92570,44011,85.72647726,177.7442003,FALSE
I95-I99,Other & unspecified disorders of the circulatory system,43773,26341,21623,2239,5.6,75,2014,31408,2880,-16.1328324,-22.25694444,FALSE
J00-J06,Acute upper respiratory infections,144520,137869,104236,31792,0.8,14,2014,161783,26977,-14.78152834,17.84853764,FALSE
J09-J18,Influenza & pneumonia,475588,232282,223864,2469,10.1,73,2014,290880,3167,-20.14507701,-22.03978529,FALSE
J20-J22,Other acute lower respiratory infections,209174,151613,145690,1670,4,48,2014,180764,2259,-16.12655175,-26.07348384,FALSE
J30-J39,Other diseases of upper respiratory tract,110834,107960,14529,88289,1.5,37,2014,107638,81531,0.299150858,8.288871718,FALSE
J40-J47,Chronic lower respiratory diseases,354797,218984,197813,9172,4.8,62,2014,238267,13856,-8.093021694,-33.80484988,FALSE
J60-J70,Lung diseases due to external agents,47798,20111,18701,452,15.1,74,2014,27790,730,-27.63224181,-38.08219178,FALSE
J80-J99,Other diseases of the respiratory system,117510,72463,44001,16482,8.1,64,2014,87306,24605,-17.00112249,-33.01361512,FALSE
K00-K14,"Diseases of oral cavity, salivary glands & jaws",281639,278082,16279,243976,1.9,34,2014,261727,226140,6.248877647,7.887149553,FALSE
K20-K31,"Diseases of oesophagus, stomach & duodenum",489826,430508,60510,314304,4.1,58,2014,430757,306052,-0.057805213,2.696273836,FALSE
K35-K38,Diseases of appendix,52084,44159,42717,1077,3.4,32,2014,47892,1585,-7.794621231,-32.05047319,FALSE
K40-K46,Hernia,207994,198413,23150,168856,2.9,57,2014,205256,169908,-3.333885489,-0.619158603,FALSE
K50-K52,Noninfective enteritis & colitis,184821,161691,22166,82184,6.8,44,2014,256561,128206,-36.97756089,-35.8969159,FALSE
K55-K63,Other diseases of intestines,496434,436280,135914,256358,5.4,60,2014,646953,416865,-32.56388022,-38.5033524,FALSE
K65-K67,Diseases of peritoneum,13282,8431,5206,2830,10,55,2014,9087,3064,-7.219104215,-7.637075718,FALSE
K70-K77,Diseases of liver,68992,38242,20674,9908,10.5,56,2014,48952,14543,-21.87857493,-31.87100323,FALSE
K80-K87,"Disorders of gall bladder, biliary tract & pancreas",266709,201220,101733,91069,5.4,58,2014,213979,92559,-5.962734661,-1.60978403,FALSE
K90-K93,Other diseases of the digestive system,170756,131449,63426,61678,4.6,58,2014,137810,66278,-4.615775343,-6.940462899,FALSE
L00-L14  L55-L99,Other infections and disorders of the skin,340538,281672,140449,127848,5.3,54,2014,329913,134489,-14.62233983,-4.937950316,FALSE
L20-L30,Dermatitis and eczema,15934,14017,7857,4313,2.5,38,2014,13675,3628,2.500914077,18.88092613,FALSE
L40-L45,Papulosquamous disorders (including Psoriasis),15163,14533,1133,5361,7,51,2014,11725,5176,23.94882729,3.574188563,FALSE
L50-L54,Urticaria and erythems,7218,6168,5128,660,1.8,33,2014,10481,2209,-41.15065356,-70.12222725,FALSE
M00-M25,Arthropathies,670252,642117,63661,492594,3.7,59,2014,609032,456301,5.432391073,7.953741061,FALSE
M30-M36,Systemic connective tissue disorders,26976,24022,4054,8298,6.4,49,2014,27080,8801,-11.29246677,-5.71525963,FALSE
M40-M54,Dorsopathies,367781,343489,66382,218908,3.8,57,2014,320545,195899,7.157809356,11.74533816,FALSE
M60-M79,Soft tissue disorders,247966,235855,73301,149959,1.7,56,2014,248802,137373,-5.203736304,9.161916825,FALSE
M80-M94,Osteopathies and chondropathies,83519,71958,16174,34243,8.3,59,2014,88894,37621,-19.05190452,-8.979027671,FALSE
M95-M99,Other disorders of the musculoskeletal system & conn. tiss.,4528,4195,489,3251,7.5,54,2014,10711,3885,-60.83465596,-16.31917632,FALSE
"N00-N08, N10-N16",Diseases of the kidney,86298,63179,43618,13394,4.3,48,2014,85882,17592,-26.43510864,-23.8631196,FALSE
N17-N19,Renal failure,148391,90645,50048,15947,9.4,68,2014,95579,20216,-5.162221827,-21.11693708,FALSE
N20-N23,Urolithiasis,93601,85351,32563,40178,1.7,51,2014,89624,45150,-4.767696153,-11.01218162,FALSE
N25-N29,Other disorders of kidney & ureter,6993,5856,1559,3300,4,55,2014,6342,3525,-7.663197729,-6.382978723,FALSE
N30-N39,Other diseases of the urinary system,419374,289329,170356,90679,7.2,68,2014,272213,84232,6.287723217,7.653860766,FALSE
‡ N40-N51,Diseases of male genital organs,125570,119502,31935,82725,1.9,48,2014,125265,81313,-4.600646629,1.736499699,FALSE
N60-N64,Disorders of breast,16892,16330,4672,10912,1.4,45,2014,17983,10986,-9.192014681,-0.673584562,FALSE
‡ N70-N77,Inflammatory diseases of female pelvic organs,26745,24513,12390,11456,2.3,37,2014,24358,9244,0.636341243,23.92903505,FALSE
‡ N80-N98,Noninflammatory disorders of female genital tract,234067,228998,30425,188684,1.8,47,2014,209704,163170,9.200587495,15.63645278,FALSE
‡ O00-O08,Pregnancy with abortive outcome,133106,131458,47519,63052,0.9,29,2014,122159,52756,7.612210316,19.51626355,FALSE
"‡ O10-O75, O85-O92, O94-O99",Complications of labour and delivery,1101336,1063084,79143,11506,1.6,29,2014,1056809,13837,0.5937686,-16.84613717,FALSE
O80-O84,Delivery,53818,53228,374,176,1,29,2014,31065,215,71.34395622,-18.13953488,FALSE
P00-P04,Complications of fetus/neonate affected by maternal,575,538,5,1,0.9,0,2014,261,1,106.1302682,0,FALSE
P05-P96,Other conditions originating in the perinatal period,293363,243052,45312,2824,5.1,0,2014,250437,2470,-2.948845418,14.33198381,FALSE
Q00-Q89,Congenital malformations,119821,105912,9906,62818,4.5,12,2014,102677,60952,3.150656914,3.061425384,FALSE
Q90-Q99,Chromosomal abnormalities nec.,1414,1231,160,416,8.9,8,2014,1396,450,-11.81948424,-7.555555556,FALSE
R00-R09,Symptoms & signs inv. the circulatory/respiratory system,484127,414550,346186,57020,1.1,57,2014,440918,49035,-5.980250296,16.28428673,FALSE
R10-R19,Symptoms & signs inv. the digestive system & abdomen,537810,486456,286273,179286,1.8,47,2014,554882,231112,-12.33163087,-22.42462529,FALSE
R20-R23,Symptoms & signs inv. the skin & subcutaneous tissue,39267,35942,28739,5533,1,35,2014,40073,5175,-10.30868665,6.917874396,FALSE
R25-R29,Symptoms & signs inv. the nervous & musculoskeletal sys.,139500,94278,81376,3526,8.1,75,2014,105466,3769,-10.60815808,-6.44733351,FALSE
R30-R39,Symptoms & signs involving the urinary system,134792,123581,46268,64186,2.6,64,2014,107642,47671,14.80741718,34.64370372,FALSE
R40-R46,Symptoms & signs inv. Cognition perception etc.,100598,77679,72720,2990,3.3,65,2014,85731,3073,-9.392168527,-2.700943703,FALSE
R47-R49,Symptoms & signs inv. speech & voice,10439,8637,6022,2317,2.9,66,2014,8412,1772,2.674750357,30.75620767,FALSE
R50-R68,General symptoms & signs,359580,297476,238095,42311,2.1,51,2014,316803,48924,-6.100636673,-13.51688333,FALSE
R70-R89,Abnormal findings of bodily fluids or samples without diag.,31453,28791,8631,16100,2.1,59,2014,35639,18325,-19.21490502,-12.14188267,FALSE
R90-R94,Abnormal findings on diagnostic imaging/function studies,40707,36083,6683,25058,3.1,62,2014,44497,29898,-18.90913994,-16.1883738,FALSE
R95-R99,Ill-defined & unknown causes of mortality,1,0,0,0,3,68,2014,,,,,FALSE
S00-S09,Injuries to the head,208106,177372,158099,13850,3.3,53,2014,183751,13648,-3.471545733,1.48007034,FALSE
S10-S19,Injuries to the neck,12208,9125,8069,242,12.7,58,2014,10158,232,-10.16932467,4.310344828,FALSE
S20-S29,Injuries to the thorax,28783,20886,19611,351,7,63,2014,28420,450,-26.50950035,-22,FALSE
S30-S39,"Injuries to abdomen, lower back, lumbar spine & pelvis",53925,38227,34800,698,8.8,64,2014,41319,824,-7.483240156,-15.29126214,FALSE
S40-S49,Injuries to the shoulder & upper arm,58231,47134,37318,7015,5.1,58,2014,48240,8096,-2.292703151,-13.35227273,FALSE
S50-S59,Injuries to the elbow & forearm,80691,72481,55486,12885,2.5,46,2014,72230,14930,0.347501038,-13.69725385,FALSE
S60-S69,Injuries to the wrist & hand,93835,90696,55131,29086,1,37,2014,93794,33397,-3.302983133,-12.90834506,FALSE
S70-S79,Injuries to the hip & thigh,135826,94032,84509,1443,16.8,78,2014,87752,1689,7.156532045,-14.56483126,FALSE
S80-S89,Injuries to the knee & lower leg,89542,74704,62302,8841,6.4,54,2014,78912,11458,-5.332522303,-22.83993716,FALSE
S90-S99,Injuries to the ankle & foot,20383,17871,14685,2369,3,47,2014,18875,2883,-5.319205298,-17.82865071,FALSE
T00-T07,Injuries involving multiple body regions,4318,3548,3219,165,7.3,51,2014,4339,276,-18.23000691,-40.2173913,FALSE
T08-T14,Injuries to unspecified part of trunk limb or body,1863,1595,1470,57,4,56,2014,1568,47,1.721938776,21.27659574,FALSE
T15-T19,Effects of foreign body entering through natural orifice,19037,16378,12035,3862,1.1,33,2014,18660,3954,-12.22936763,-2.326757714,FALSE
T20-T32,Burns and corrosions,13529,12667,9410,1132,4.1,28,2014,12909,854,-1.874661089,32.55269321,FALSE
T33-T35,Frostbite,63,47,46,0,5.5,42,2014,46,4,2.173913043,-100,FALSE
T36-T50,Poisonings by drugs medicaments & biological substances,142543,116940,116447,116,1.3,36,2014,116697,145,0.208231574,-20,FALSE
T51-T65,Tox. effcts. of substnces. chiefly non-medicinal as to source,9509,8398,6409,406,1.4,39,2014,8017,144,4.752401148,181.9444444,FALSE
T66-T78,Other and unspecified effects of external causes,17150,15171,13776,624,1.3,38,2014,20005,1169,-24.16395901,-46.62104363,FALSE
T80-T88,Complications of surgical & medical care nec.,233454,192784,107816,69060,6,57,2014,217900,75238,-11.52638825,-8.211276217,FALSE
T90-T98,Sequelae of injuries of poisoning & other consequences,5,5,2,1,8,41,2014,3,0,66.66666667,,FALSE
U00-U49,Provisional assignment of new diseases of uncertain etiology,21,6,5,0,18.8,61,2014,4,0,50,,FALSE
U80-U89,Bacterial agents resistant to antibiotics,3,2,2,0,29,65,2014,0,0,,,FALSE
Z00-Z13,Examination and investigation,275363,264571,18751,121093,1.8,49,2014,313949,169841,-15.72803226,-28.70213906,FALSE
Z20-Z29,Potential health hazards related to communicable diseases,11074,9969,353,2565,1.8,49,2014,15234,4056,-34.56085073,-36.76035503,FALSE
Z30-Z39,Health services in circumstances related to reproduction,607105,597972,5076,21002,1,9,2014,539391,20477,10.86058166,2.563852127,FALSE
Z40-Z54,Persons encountering health services for specific care,192519,189769,9895,106987,2.3,54,2014,127826,84332,48.45884249,26.86406109,FALSE
Z55-Z65,Potential health hazards reltd. to socioeconomic & psychosoc.l,667,557,451,13,4.6,25,2014,732,11,-23.90710383,18.18181818,FALSE
Z70-Z76,Persons encountering health services in other circs.,30277,22884,5648,5584,3.9,24,2014,22958,3447,-0.322327729,61.9959385,FALSE
Z80-Z99,Persons with potential health hazards related to family,7283,7246,452,515,7.2,49,2014,9943,1391,-27.12461028,-62.97627606,FALSE
"‡ Some 4-character codes are specific to a single gender, where every 4-character code in the reported group is specific to the same gender and an inconsistent combination of gender and code has been supplied the row has been highlighted to identify a potential recording issue.",,0,0,0,0,0,0,2014,0,0,,,FALSE
"‡ Some 4-character codes are specific to a single gender, where every 4-character code in the reported group is specific to the same gender and an inconsistent combination of gender and code has been supplied the row has been highlighted to identify a potential recording issue.",,0,0,0,0,0,0,2014,0,0,,,FALSE
"§ - zero bed day cases. In the HES data, day cases are identified by a field called patient classification. There are a number of records which are not recorded as day cases, and appear as ordinary admissions, but which do not involve an overnight stay and do not result in another episode of care at the same provider.
These include a number of records which resulted in the death of the patient, or their transfer to another hospital provider, however the vast majority are recorded as having been discharged from hospital.",,0,0,0,0,0,0,2014,0,0,,,FALSE
"§ - zero bed day cases. In the HES data, day cases are identified by a field called patient classification. There are a number of records which are not recorded as day cases, and appear as ordinary admissions, but which do not involve an overnight stay and do not result in another episode of care at the same provider.
These include a number of records which resulted in the death of the patient, or their transfer to another hospital provider, however the vast majority are recorded as having been discharged from hospital.",,0,0,0,0,0,0,2014,0,0,,,FALSE
A00-A09,Intestinal infectious diseases,198704,154020,110483,38482,3.556002903,48.15181007,2015,159034,35016,-3.152784939,9.898332191,FALSE
A15-A19,Tuberculosis,5539,2851,1646,677,19.17021277,44.11984228,2015,2225,529,28.13483146,27.97731569,FALSE
A20-A49,Certain bacterial diseases,131735,73253,67974,1459,9.475625035,65.04101678,2015,156114,2491,-53.07723843,-41.42914492,FALSE
A50-A64,Infections with predominantly sexual mode of transmission,2613,2371,598,1575,4.570021882,35.625,2015,2405,1411,-1.413721414,11.62296244,FALSE
A65-A79,Other infectious and parasitic disorders,560,491,234,182,3.339622642,39.97652183,2015,662,161,-25.83081571,13.04347826,FALSE
A80-A89,Viral infections of the central nervous system,6725,4102,3796,120,6.730374712,34.02523605,2015,3913,86,4.830053667,39.53488372,FALSE
A90-A99,Arthropod-borne viral fevers & viral haemorrhagic fevers,277,174,165,6,3.688118812,37.24909747,2015,192,6,-9.375,0,FALSE
B00-B09,Viral infections characterized by skin & mucous mem. lesns.,18717,15462,11536,3290,4.127919737,33.58111487,2015,17456,3352,-11.42300642,-1.849642005,FALSE
B15-B19,Viral hepatitis,4700,3405,1511,1005,4.758087201,44.22568007,2015,2394,532,42.23057644,88.90977444,FALSE
B20-B24,Human immunodeficiency virus [HIV] disease,4970,3236,1322,543,14.50879696,0,2015,2545,450,27.15127701,20.66666667,FALSE
B25-B34,Other viral diseases,111660,102947,100911,797,0.930275804,10.99488035,2015,118995,840,-13.48628094,-5.119047619,FALSE
B35-B49,Mycoses,9164,7153,3064,3371,6.386733417,55.00692729,2015,8470,3847,-15.54899646,-12.37327788,FALSE
B50-B64,Protozoal diseases,3484,2188,1699,313,6.337258596,44.48546552,2015,2209,213,-0.950656406,46.94835681,FALSE
B65-B83,Helminthiases,776,715,286,366,2.991869919,30.27162516,2015,887,466,-19.39120631,-21.45922747,FALSE
B85-B99,Other infectious and parasitic diseases,1492,1001,862,51,5.819458375,61.93166935,2015,3536,78,-71.69117647,-34.61538462,FALSE
C00-C14,Malignant neoplasm of lip-oral cavity and pharynx,26532,23906,2355,12030,6.800285906,60.60278576,2015,25557,12789,-6.460069648,-5.934787708,FALSE
C15-C26,Malignant neoplasm of digestive organs,305097,259329,29341,98693,9.143336962,67.17847773,2015,268681,101300,-3.480707605,-2.573543929,FALSE
C30-C39,Malignant neoplasms of respiratory & intrathoracic organs,119398,98224,16377,32702,8.544601423,68.00923948,2015,115023,37403,-14.60490511,-12.56851055,FALSE
C40-C41,Malignant neoplasm of bone and articular cartilage,8042,7604,671,2194,6.609109923,29.95687757,2015,7261,1781,4.723867236,23.18921954,FALSE
C43-C44,Malignant neoplasms of skin,145487,144410,1212,136801,3.577723258,72.60628032,2015,154472,144205,-6.513801854,-5.134357339,FALSE
C45-C49,Malignant neoplasms of mesothelial and soft tissue,23256,20712,2621,7029,6.692102825,59.31148295,2015,23035,7390,-10.08465379,-4.884979702,FALSE
‡ C51-C58,Malignant neoplasms of female genital organs,71634,66921,5269,27626,5.45010025,62.71930524,2015,69426,28271,-3.608158327,-2.281489866,FALSE
‡ C60-C63,Malignant neoplasms of male genital organs,75418,70593,5344,37593,4.431628795,67.82814368,2015,88825,48164,-20.52575288,-21.94792791,FALSE
C64-C68,Malignant neoplasms of urinary tract,93469,85515,5543,49395,4.447291815,69.47132881,2015,90988,49193,-6.015078912,0.410627528,FALSE
C69-C72,"Malignant neoplasms of eye, brain & other parts of CNS",25771,20585,4994,5806,9.25894878,38.10575802,2015,21270,6187,-3.220498354,-6.15807338,FALSE
"C73-C80, C97",Malignant neoplsm. of thyroid and oth. endo. Glands etc,191548,162619,28501,51817,7.205071967,63.46940728,2015,191919,59118,-15.26685737,-12.34987652,FALSE
C81-C96,"Malignant neoplasms of lymphoid, haematopoietic & rel. tiss.",395726,377008,19990,80585,9.001689572,61.09147132,2015,387191,80770,-2.629968155,-0.229045438,FALSE
D00-D48,In situ & benign neoplasms and others of uncertainty,404732,389703,13949,270393,3.704695326,59.19876838,2015,430698,299287,-9.518270343,-9.654278335,FALSE
D50-D64,Anaemias,284666,250987,53519,115836,3.4909125,59.6154812,2015,299823,136373,-16.28827675,-15.05943259,FALSE
D65-D89,Diseases of the blood and blood-forming organs,88523,81833,15656,15871,4.054197757,50.64261476,2015,94222,20255,-13.14873384,-21.64403851,FALSE
E00-E07,Disorders of thyroid gland,16831,15104,2672,10520,2.743085155,50.9759436,2015,16596,10399,-8.990118101,1.163573421,FALSE
E10-E14,Diabetes Mellitus,79253,50886,43766,4508,5.553494461,50.03826685,2015,56931,4961,-10.61811667,-9.131223544,FALSE
E15-E90,Endocrine nutritional and metabolic diseases,245321,195055,74224,44947,5.653480621,56.8795739,2015,236419,51871,-17.49605573,-13.34849916,FALSE
F00-F03,Dementia,23612,11125,9350,358,38.46739701,82.92490874,2015,10270,332,8.325219085,7.831325301,FALSE
F04-F09,Other organic including symptomatic mental disorders,30332,15104,13886,255,19.17692562,79.58515212,2015,23314,2250,-35.21489234,-88.66666667,FALSE
F10-F19,Mental and behavioural disorders due to psychoactive subst.,76869,53996,49737,1739,5.632465227,45.13246367,2015,50997,753,5.880738083,130.9428951,FALSE
F20-F29,"Schizophrenia, schizotypal and delusional disorders",42332,29246,20704,1550,96.27276857,41.96643323,2015,24319,1107,20.25987911,40.01806685,FALSE
F30-F39,Mood [affective] disorders,35005,26924,20590,1488,38.82121179,49.40921619,2015,23171,1137,16.19697035,30.8707124,FALSE
F40-F69,"Neurotic, behavioural & personality disorders",41719,34491,25124,3996,22.62701244,40.2461862,2015,38250,4152,-9.82745098,-3.757225434,FALSE
F70-F79,Mental retardation,1068,784,425,78,259.2704715,34.31643192,2015,623,65,25.84269663,20,FALSE
F80-F99,Other mental and behavioural disorders,5951,5311,2418,1301,49.06346578,27.74317051,2015,4935,1402,7.619047619,-7.203994294,FALSE
G00-G09,Inflammatory diseases of the central nervous system,12112,7180,4592,822,17.39750671,41.83132078,2015,7120,708,0.842696629,16.10169492,FALSE
"G10-G14, G30-G32",Other degenerative diseases (incl. Alzheimer).,20675,11332,6915,1901,37.39722267,72.44825517,2015,10930,2294,3.677950595,-17.13164778,FALSE
G20-G26,Extrapyramidal & movement disorders (incl. Parkinsonism).,20814,13773,5634,4494,14.39792322,65.5503917,2015,15816,4500,-12.91729894,-0.133333333,FALSE
G35-G37,Demyelinating diseases (incl Multiple Sclerosis) of the CNS.,55751,52382,3317,13572,11.31481753,42.25785632,2015,49768,13001,5.252371001,4.391969848,FALSE
G40-G47,"Epilepsy, migraine & other episodic disorders",162069,129293,83532,33589,2.550261824,47.5568471,2015,134171,33755,-3.635658973,-0.491778996,FALSE
"G50-G73,  G90-G99",Other diseases & disorders of the nervous syst.,160386,144017,21624,91484,8.582728288,55.26996179,2015,144857,89466,-0.579882229,2.255605481,FALSE
G80-G83,Cerebral palsy & other paralytic syndromes,15372,13115,4091,4900,13.21228896,37.86210638,2015,13889,5162,-5.572755418,-5.075552112,FALSE
"H00-H06, H15-H22, H30-H36, H43-H59",Other disorders of the eye etc,276863,272443,24303,166330,1.827571375,63.43511351,2015,235692,138667,15.59280756,19.94923089,FALSE
H10-H13,Disorders of conjunctiva (including conjunctivitis),6093,5911,1641,4082,1.380116959,45.56659931,2015,5956,4018,-0.755540631,1.592832255,FALSE
H25-H28,Disorders of lens (including cataracts),419925,415764,659,409973,1.57295245,74.62054242,2015,456184,436982,-8.860459814,-6.180803786,FALSE
H40-H42,Glaucoma,22570,22404,1090,20168,1.690369348,67.79163899,2015,24607,22414,-8.952737026,-10.02052289,FALSE
H60-H95,Diseases of the ear and mastoid process,87239,82101,22368,57507,1.826991743,32.78666881,2015,84407,52226,-2.7320009,10.1118217,FALSE
I00-I09,Rheumatic heart disease,12339,8860,1410,6285,12.34919624,70.79905002,2015,10374,7223,-14.59417775,-12.98629378,FALSE
I10-I15,Hypertensive diseases,20519,15535,12801,1603,2.676436411,61.90437763,2015,23783,2280,-34.68023378,-29.69298246,FALSE
I20-I25,Ischaemic heart diseases,393906,268519,137662,106867,4.976964929,68.87175915,2015,261119,97302,2.833956932,9.830219317,FALSE
I26-I28,Pulmonary heart disease & diseases of pulmonary circulation,60767,34916,26712,3791,6.392649138,65.94014583,2015,37907,4020,-7.890363257,-5.696517413,FALSE
I30-I52,Other forms of heart disease,462272,289383,180588,86135,6.573845936,71.75150744,2015,315197,93243,-8.189798761,-7.62309235,FALSE
I60-I69,Cerebrovascular diseases,203590,111254,92150,6229,15.8387649,73.58238689,2015,111035,6188,0.197235106,0.662572721,FALSE
I70-I79,"Diseases of arteries, arterioles & capillaries",83684,65255,21366,34644,8.881388101,68.87277353,2015,63831,32256,2.230890946,7.40327381,FALSE
